trial_number,params,fold_rmses,mean_rmse
99,"{'lookback': 33, 'filters': 44, 'kernel_size': 2, 'lstm_units': 45, 'dense_units': 33, 'dropout_rate': 0.39980182716206797, 'learning_rate': 0.0071104013317447425, 'l2_reg': 0.00021749126355563123, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006265136385373174), np.float64(0.00622719578315978), np.float64(0.012155270485732596), np.float64(0.008831625901440236), np.float64(0.007555170719806026)]",0.008206879855102362
100,"{'lookback': 37, 'filters': 24, 'kernel_size': 2, 'lstm_units': 41, 'dense_units': 40, 'dropout_rate': 0.43602081132135206, 'learning_rate': 0.0030571892763194167, 'l2_reg': 0.00027793402045523595, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006221565388441699), np.float64(0.006222014228192494), np.float64(0.012144201614363026), np.float64(0.008815467532018284), np.float64(0.0076210646154734165)]",0.008204862675697784
101,"{'lookback': 36, 'filters': 45, 'kernel_size': 2, 'lstm_units': 49, 'dense_units': 35, 'dropout_rate': 0.40601894882727446, 'learning_rate': 0.004253416747700558, 'l2_reg': 0.0002430751302390358, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.00627165294644623), np.float64(0.006229615603741719), np.float64(0.012153673920577517), np.float64(0.008822024728710073), np.float64(0.007555199236914833)]",0.008206433287278075
102,"{'lookback': 35, 'filters': 35, 'kernel_size': 2, 'lstm_units': 88, 'dense_units': 36, 'dropout_rate': 0.3950014473395539, 'learning_rate': 0.0076995779347381185, 'l2_reg': 0.00023298473856420702, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006254339354257913), np.float64(0.006226648795742169), np.float64(0.012150077902256291), np.float64(0.008827120959335777), np.float64(0.007556341136613169)]",0.008202905629641063
103,"{'lookback': 36, 'filters': 39, 'kernel_size': 2, 'lstm_units': 62, 'dense_units': 38, 'dropout_rate': 0.41053018165924754, 'learning_rate': 0.004629044856296014, 'l2_reg': 0.00020344449922873737, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006317579309635333), np.float64(0.0062205648770724655), np.float64(0.012145995661236052), np.float64(0.008826511042897056), np.float64(0.00756359663255881)]",0.008214849504679943
106,"{'lookback': 36, 'filters': 30, 'kernel_size': 3, 'lstm_units': 47, 'dense_units': 25, 'dropout_rate': 0.39135404834238385, 'learning_rate': 0.004373057248205766, 'l2_reg': 0.0003172832205896833, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006247322684039582), np.float64(0.006221654809657575), np.float64(0.012155963812760625), np.float64(0.008814228230609752), np.float64(0.007584998081682629)]",0.008204833523750033
108,"{'lookback': 32, 'filters': 28, 'kernel_size': 2, 'lstm_units': 70, 'dense_units': 39, 'dropout_rate': 0.43107238871264797, 'learning_rate': 0.003676138662484376, 'l2_reg': 0.00025713611952859724, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006223052930317611), np.float64(0.006273854598517912), np.float64(0.012147736333145908), np.float64(0.008830721131007383), np.float64(0.00755513484745091)]",0.008206099968087946
110,"{'lookback': 37, 'filters': 27, 'kernel_size': 2, 'lstm_units': 86, 'dense_units': 32, 'dropout_rate': 0.3997512028059338, 'learning_rate': 0.004205894184236479, 'l2_reg': 0.0002191619153571021, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006225845793713863), np.float64(0.006264801315364687), np.float64(0.012152661077577355), np.float64(0.008821708281334498), np.float64(0.007561570303285093)]",0.008205317354255098
112,"{'lookback': 39, 'filters': 29, 'kernel_size': 2, 'lstm_units': 51, 'dense_units': 38, 'dropout_rate': 0.4077741930207305, 'learning_rate': 0.004512935231486203, 'l2_reg': 0.00024247154836869, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006271651202298455), np.float64(0.006221959544026653), np.float64(0.01215544163717418), np.float64(0.008826230832695103), np.float64(0.007555477833796954)]",0.008206152209998268
115,"{'lookback': 37, 'filters': 26, 'kernel_size': 2, 'lstm_units': 42, 'dense_units': 39, 'dropout_rate': 0.41600689471068414, 'learning_rate': 0.0027215325653676074, 'l2_reg': 0.00028262708316740637, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.0062294641157393605), np.float64(0.006237016963865947), np.float64(0.012156261170866794), np.float64(0.008813110958621553), np.float64(0.007573093252624596)]",0.00820178929234365
116,"{'lookback': 36, 'filters': 32, 'kernel_size': 2, 'lstm_units': 41, 'dense_units': 35, 'dropout_rate': 0.4154485865406785, 'learning_rate': 0.0020278671836039793, 'l2_reg': 0.00027490408143914527, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.0062417854336303666), np.float64(0.006227685416027942), np.float64(0.012156946939854871), np.float64(0.008821176652671174), np.float64(0.007559589843827593)]",0.00820143685720239
120,"{'lookback': 35, 'filters': 30, 'kernel_size': 2, 'lstm_units': 42, 'dense_units': 28, 'dropout_rate': 0.47980124429702276, 'learning_rate': 0.0028232312511770807, 'l2_reg': 0.00031594962992769745, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006284342016495515), np.float64(0.006223457219365756), np.float64(0.012151158026278301), np.float64(0.008835075304577488), np.float64(0.007586633854999555)]",0.008216133284343324
126,"{'lookback': 37, 'filters': 38, 'kernel_size': 3, 'lstm_units': 88, 'dense_units': 40, 'dropout_rate': 0.3965201071922603, 'learning_rate': 0.0022339121081451714, 'l2_reg': 0.00023161832097415202, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.0063212684563324975), np.float64(0.006222477988228653), np.float64(0.012149942736821457), np.float64(0.008817831395887972), np.float64(0.007562041266620899)]",0.008214712368778295
129,"{'lookback': 35, 'filters': 38, 'kernel_size': 2, 'lstm_units': 79, 'dense_units': 38, 'dropout_rate': 0.43974322689880785, 'learning_rate': 0.0062620876135348735, 'l2_reg': 0.00024109386875244423, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006222684428844357), np.float64(0.006267361318264767), np.float64(0.012153913094547511), np.float64(0.008812388304839117), np.float64(0.007553224780769313)]",0.008201914385453013
130,"{'lookback': 39, 'filters': 47, 'kernel_size': 2, 'lstm_units': 92, 'dense_units': 26, 'dropout_rate': 0.46722369238259953, 'learning_rate': 0.005977258755727813, 'l2_reg': 0.0003287324862140272, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006285673191885142), np.float64(0.006227667347224824), np.float64(0.01215210010075284), np.float64(0.008819861605095325), np.float64(0.007563735831978032)]",0.008209807615387232
138,"{'lookback': 35, 'filters': 28, 'kernel_size': 4, 'lstm_units': 90, 'dense_units': 37, 'dropout_rate': 0.40255049908774193, 'learning_rate': 0.004517136511110772, 'l2_reg': 0.00023740376455157558, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006255596171862137), np.float64(0.006225300090054775), np.float64(0.012134081612207968), np.float64(0.008811870897575888), np.float64(0.007557930892587391)]",0.008196955932857632
143,"{'lookback': 35, 'filters': 37, 'kernel_size': 4, 'lstm_units': 90, 'dense_units': 38, 'dropout_rate': 0.4704681138022646, 'learning_rate': 0.004217048675551231, 'l2_reg': 0.0002697254220903116, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.006266013805091739), np.float64(0.00622222936835858), np.float64(0.01214913007380559), np.float64(0.008812050082997387), np.float64(0.007557617553028317)]",0.008201408176656322
