trial_number,params,fold_rmses,mean_rmse
77,"{'lookback': 16, 'filters': 25, 'kernel_size': 4, 'lstm_units': 105, 'dense_units': 38, 'dropout_rate': 0.33098606727441815, 'learning_rate': 0.0035675103359994577, 'l2_reg': 0.0004799727270097036, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012793464517717606), np.float64(0.01225636522137423), np.float64(0.026628065003550482), np.float64(0.018775668529549035), np.float64(0.01865318449774074)]",0.01782134955398642
84,"{'lookback': 19, 'filters': 43, 'kernel_size': 4, 'lstm_units': 115, 'dense_units': 45, 'dropout_rate': 0.3232599863473507, 'learning_rate': 0.0038666072766789356, 'l2_reg': 0.00019720255174292086, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012766644310851732), np.float64(0.012261154640423273), np.float64(0.026610846410782034), np.float64(0.0187573718635077), np.float64(0.018718560946966056)]",0.017822915634506158
86,"{'lookback': 16, 'filters': 42, 'kernel_size': 4, 'lstm_units': 113, 'dense_units': 48, 'dropout_rate': 0.29814510672594735, 'learning_rate': 0.004990158888740987, 'l2_reg': 0.00022866124733973434, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012830662299822647), np.float64(0.012260554578470178), np.float64(0.026624968476864918), np.float64(0.018746445813547327), np.float64(0.018680192423590175)]",0.01782856471845905
87,"{'lookback': 17, 'filters': 41, 'kernel_size': 4, 'lstm_units': 106, 'dense_units': 45, 'dropout_rate': 0.367256503276477, 'learning_rate': 0.0036404407954352563, 'l2_reg': 0.0002561418454906357, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.01282617397575464), np.float64(0.012240663802438854), np.float64(0.02660557455851945), np.float64(0.018735151983078593), np.float64(0.0186730971298677)]",0.017816132289931848
88,"{'lookback': 17, 'filters': 41, 'kernel_size': 4, 'lstm_units': 103, 'dense_units': 43, 'dropout_rate': 0.3677256441685861, 'learning_rate': 0.0023631441731902605, 'l2_reg': 0.00025367767070316424, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.01277214255059153), np.float64(0.012254419805073651), np.float64(0.026647442905727698), np.float64(0.018744482883336952), np.float64(0.018658053822618474)]",0.017815308393469658
90,"{'lookback': 17, 'filters': 39, 'kernel_size': 4, 'lstm_units': 107, 'dense_units': 41, 'dropout_rate': 0.37290423827931274, 'learning_rate': 0.0023391845729596513, 'l2_reg': 0.0002747070577411887, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012797704980349075), np.float64(0.01221677203394204), np.float64(0.026628647945862175), np.float64(0.01873689634605583), np.float64(0.018703376185337947)]",0.017816679498309413
91,"{'lookback': 17, 'filters': 39, 'kernel_size': 4, 'lstm_units': 104, 'dense_units': 41, 'dropout_rate': 0.3728972741678828, 'learning_rate': 0.002361674255323699, 'l2_reg': 0.00027651225010261963, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012888216134560211), np.float64(0.012218107456940805), np.float64(0.02662121648130416), np.float64(0.018746336617580468), np.float64(0.018685800716622878)]",0.017831935481401703
92,"{'lookback': 23, 'filters': 38, 'kernel_size': 4, 'lstm_units': 107, 'dense_units': 42, 'dropout_rate': 0.36397503296586914, 'learning_rate': 0.0021560719842668294, 'l2_reg': 0.00031051305433951943, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.01281720339792864), np.float64(0.012266427403404908), np.float64(0.026623903597212617), np.float64(0.018735162417708746), np.float64(0.018714491734120656)]",0.017831437710075112
94,"{'lookback': 17, 'filters': 41, 'kernel_size': 4, 'lstm_units': 104, 'dense_units': 43, 'dropout_rate': 0.38220455303697476, 'learning_rate': 0.0020721670026434963, 'l2_reg': 0.0002677640974759906, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012737515168203225), np.float64(0.01226631950629532), np.float64(0.026601328902289292), np.float64(0.018731988370841095), np.float64(0.01870302194280443)]",0.017808034778086672
98,"{'lookback': 16, 'filters': 44, 'kernel_size': 4, 'lstm_units': 125, 'dense_units': 44, 'dropout_rate': 0.3594249128053027, 'learning_rate': 0.002217025062070265, 'l2_reg': 0.00028891997942649976, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012785943454795895), np.float64(0.01226048102679883), np.float64(0.026587049690905827), np.float64(0.018743347753525163), np.float64(0.01870079995440278)]",0.0178155243760857
104,"{'lookback': 16, 'filters': 41, 'kernel_size': 4, 'lstm_units': 124, 'dense_units': 46, 'dropout_rate': 0.3644842754045644, 'learning_rate': 0.003669376814308127, 'l2_reg': 0.00019662799585083214, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012837673527402518), np.float64(0.012265129498332845), np.float64(0.026621340854001287), np.float64(0.018761053323062542), np.float64(0.01868238703062537)]",0.017833516846684914
105,"{'lookback': 18, 'filters': 40, 'kernel_size': 4, 'lstm_units': 111, 'dense_units': 44, 'dropout_rate': 0.34795011304974105, 'learning_rate': 0.004055600069115775, 'l2_reg': 0.0002117973649263674, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012807004206572714), np.float64(0.012256525298154203), np.float64(0.026612352667726095), np.float64(0.018753461731232903), np.float64(0.018699042713501028)]",0.01782567732343739
106,"{'lookback': 17, 'filters': 43, 'kernel_size': 4, 'lstm_units': 99, 'dense_units': 40, 'dropout_rate': 0.3591014682804611, 'learning_rate': 0.002122348454672991, 'l2_reg': 0.00029542449548739376, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012749984751787291), np.float64(0.012249202743816783), np.float64(0.02664679757511828), np.float64(0.018762485127546216), np.float64(0.018665077391728766)]",0.017814709517999468
109,"{'lookback': 17, 'filters': 44, 'kernel_size': 4, 'lstm_units': 100, 'dense_units': 41, 'dropout_rate': 0.3599632839183949, 'learning_rate': 0.002486932956691339, 'l2_reg': 0.0003463622737182477, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012736917853869082), np.float64(0.012245242087881154), np.float64(0.026592122558095305), np.float64(0.018745539016243977), np.float64(0.01869711220027832)]",0.017803386743273565
111,"{'lookback': 17, 'filters': 43, 'kernel_size': 4, 'lstm_units': 99, 'dense_units': 40, 'dropout_rate': 0.3584581104266974, 'learning_rate': 0.0022351210853806466, 'l2_reg': 0.0003087061259125132, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.01287087021036001), np.float64(0.012249574871309336), np.float64(0.026636422280065648), np.float64(0.018750762897145546), np.float64(0.018638256480086834)]",0.017829177347793476
115,"{'lookback': 17, 'filters': 42, 'kernel_size': 4, 'lstm_units': 97, 'dense_units': 42, 'dropout_rate': 0.3614347154978321, 'learning_rate': 0.002337774716731529, 'l2_reg': 0.00043117595096461565, 'batch_size_exp': 4, 'batch_size': 16}","[np.float64(0.012871989930926144), np.float64(0.012256547211027272), np.float64(0.026622800452317172), np.float64(0.01873617336118091), np.float64(0.01867784530244077)]",0.01783307125157845
118,"{'lookback': 17, 'filters': 31, 'kernel_size': 4, 'lstm_units': 98, 'dense_units': 42, 'dropout_rate': 0.3524886241193435, 'learning_rate': 0.002193789158497407, 'l2_reg': 0.00029534434293708065, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012784169174088969), np.float64(0.012246297143944984), np.float64(0.026622984702543973), np.float64(0.018765486505395612), np.float64(0.01867877432603075)]",0.01781954237040086
120,"{'lookback': 17, 'filters': 43, 'kernel_size': 3, 'lstm_units': 101, 'dense_units': 40, 'dropout_rate': 0.33388488859228616, 'learning_rate': 0.0021639175893330954, 'l2_reg': 0.0003782439904426039, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.01283943423856928), np.float64(0.012246290384151367), np.float64(0.026587331248874795), np.float64(0.01874499156365328), np.float64(0.01860794047167276)]",0.017805197581384297
123,"{'lookback': 17, 'filters': 42, 'kernel_size': 3, 'lstm_units': 130, 'dense_units': 40, 'dropout_rate': 0.3297353124354293, 'learning_rate': 0.0023000830034600557, 'l2_reg': 0.0004629980363122383, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012946301015193427), np.float64(0.012254797646635056), np.float64(0.02661553126847059), np.float64(0.018761089246120695), np.float64(0.018650181887136706)]",0.0178455802127113
126,"{'lookback': 18, 'filters': 44, 'kernel_size': 3, 'lstm_units': 105, 'dense_units': 41, 'dropout_rate': 0.34762722617999187, 'learning_rate': 0.003764226964534104, 'l2_reg': 0.00022131524388893016, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.0127797188278652), np.float64(0.012263285661006342), np.float64(0.026593480330217904), np.float64(0.018730492322364074), np.float64(0.018688316928701473)]",0.017811058814030997
132,"{'lookback': 22, 'filters': 44, 'kernel_size': 4, 'lstm_units': 110, 'dense_units': 42, 'dropout_rate': 0.3567727819178341, 'learning_rate': 0.0037352668375484283, 'l2_reg': 0.0002814686071536527, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012838214378782548), np.float64(0.012264192299407147), np.float64(0.026617044181577097), np.float64(0.018733963551689995), np.float64(0.018695317905190013)]",0.017829746463329358
133,"{'lookback': 17, 'filters': 43, 'kernel_size': 4, 'lstm_units': 105, 'dense_units': 43, 'dropout_rate': 0.3383869669618637, 'learning_rate': 0.0035269204895430803, 'l2_reg': 0.00035362603091220417, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012790074665087522), np.float64(0.012251543726698339), np.float64(0.026631189128530332), np.float64(0.01877452964230814), np.float64(0.01872167661921486)]",0.01783380275636784
136,"{'lookback': 17, 'filters': 42, 'kernel_size': 4, 'lstm_units': 99, 'dense_units': 48, 'dropout_rate': 0.40875839751076004, 'learning_rate': 0.0020610387456243117, 'l2_reg': 0.0004451328005225773, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012766272317140623), np.float64(0.012238925099759239), np.float64(0.026587441699132557), np.float64(0.018738744518295054), np.float64(0.018681696059951323)]",0.017802615938855758
138,"{'lookback': 17, 'filters': 41, 'kernel_size': 4, 'lstm_units': 114, 'dense_units': 47, 'dropout_rate': 0.39404975022392363, 'learning_rate': 0.0017667155414618108, 'l2_reg': 0.0004487011551891718, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012765908859405041), np.float64(0.012240919303536137), np.float64(0.026646726342085234), np.float64(0.018731286762143022), np.float64(0.018705765054948465)]",0.01781812126442358
139,"{'lookback': 18, 'filters': 33, 'kernel_size': 3, 'lstm_units': 104, 'dense_units': 47, 'dropout_rate': 0.41121246173675485, 'learning_rate': 0.00208030365432326, 'l2_reg': 0.0004982222836375513, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012826058101455179), np.float64(0.012243535879383696), np.float64(0.026552269679668197), np.float64(0.018735102232361463), np.float64(0.01870265007984769)]",0.017811923194543243
140,"{'lookback': 18, 'filters': 42, 'kernel_size': 3, 'lstm_units': 100, 'dense_units': 48, 'dropout_rate': 0.40145298402918256, 'learning_rate': 0.0020887320223199474, 'l2_reg': 0.00048750720786548647, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012763764003098645), np.float64(0.012261292007083256), np.float64(0.02658350300955757), np.float64(0.01876144554328415), np.float64(0.018690314948191268)]",0.017812063902242974
142,"{'lookback': 19, 'filters': 35, 'kernel_size': 3, 'lstm_units': 98, 'dense_units': 47, 'dropout_rate': 0.417500301033675, 'learning_rate': 0.0020170722458402695, 'l2_reg': 0.00048054404012975023, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.012779571295904535), np.float64(0.012260328252382345), np.float64(0.026618461201088236), np.float64(0.01873055426138027), np.float64(0.01869397365103478)]",0.017816577732358035
