Date,Gold_Futures,US30,SnP500,NASDAQ_100,USD_index,Silver_Futures
2015-04-01,1208.2,17698.2,2059.7,4311.26,98.19,17.059
2015-04-02,1200.9,17763.2,2067.0,4316.01,97.44,16.701
2015-04-03,1200.9,17676.0,2067.0,4316.01,96.55,16.72
2015-04-04,1200.9,17676.0,2067.0,4316.01,96.55,16.72
2015-04-05,1200.9,17676.0,2067.0,4316.01,96.55,16.72
2015-04-06,1218.6,17880.8,2080.6,4350.98,96.78,17.11
2015-04-07,1210.6,17875.4,2076.3,4344.08,97.83,16.84
2015-04-08,1203.1,17902.5,2081.9,4375.96,97.94,16.454
2015-04-09,1193.6,17958.7,2091.2,4403.95,99.16,16.176
2015-04-10,1204.6,18057.7,2102.1,4422.02,99.34,16.382
2015-04-11,1204.6,18057.7,2102.1,4422.02,99.34,16.382
2015-04-12,1204.6,18057.7,2102.1,4422.02,99.34,16.382
2015-04-13,1199.3,17977.0,2092.4,4409.21,99.49,16.291
2015-04-14,1192.6,18036.7,2095.8,4397.65,98.73,16.161
2015-04-15,1201.3,18112.6,2106.6,4424.53,98.32,16.279
2015-04-16,1198.0,18105.8,2105.0,4418.83,97.42,16.284
2015-04-17,1203.1,17826.3,2081.2,4351.8,97.52,16.229
2015-04-18,1203.1,17826.3,2081.2,4351.8,97.52,16.229
2015-04-19,1203.1,17826.3,2081.2,4351.8,97.52,16.229
2015-04-20,1193.7,18034.9,2100.4,4417.4,97.94,15.889
2015-04-21,1203.1,17949.6,2097.3,4435.98,98.0,16.008
2015-04-22,1186.9,18038.3,2108.0,4460.81,97.93,15.796
2015-04-23,1194.3,18058.7,2112.9,4477.07,97.28,15.829
2015-04-24,1175.0,18080.1,2117.7,4536.78,96.92,15.636
2015-04-25,1175.0,18080.1,2117.7,4536.78,96.92,15.636
2015-04-26,1175.0,18080.1,2117.7,4536.78,96.92,15.636
2015-04-27,1203.2,18038.0,2108.9,4525.03,96.77,16.394
2015-04-28,1213.9,18110.1,2114.8,4515.27,96.09,16.591
2015-04-29,1210.0,18035.5,2106.8,4488.15,95.21,16.702
2015-04-30,1182.4,17840.5,2085.5,4414.25,94.6,16.153
2015-05-01,1174.5,18024.1,2108.3,4479.06,95.3,16.135
2015-05-02,1174.5,18024.1,2108.3,4479.06,95.3,16.135
2015-05-03,1174.5,18024.1,2108.3,4479.06,95.3,16.135
2015-05-04,1186.8,18070.4,2114.5,4482.61,95.48,16.441
2015-05-05,1193.2,17928.2,2089.5,4409.39,95.08,16.579
2015-05-06,1190.3,17842.0,2080.2,4379.75,94.09,16.506
2015-05-07,1182.2,17924.1,2088.0,4401.55,94.64,16.297
2015-05-08,1188.9,18191.1,2116.1,4458.65,94.79,16.465
2015-05-09,1188.9,18191.1,2116.1,4458.65,94.79,16.465
2015-05-10,1188.9,18191.1,2116.1,4458.65,94.79,16.465
2015-05-11,1183.0,18105.2,2105.3,4438.64,95.01,16.314
2015-05-12,1192.4,18068.2,2099.1,4420.65,94.53,16.526
2015-05-13,1218.2,18060.5,2098.5,4426.56,93.62,17.221
2015-05-14,1225.2,18252.2,2121.1,4495.04,93.46,17.465
2015-05-15,1225.3,18272.6,2122.7,4494.29,93.14,17.563
2015-05-16,1225.3,18272.6,2122.7,4494.29,93.14,17.563
2015-05-17,1225.3,18272.6,2122.7,4494.29,93.14,17.563
2015-05-18,1227.6,18298.9,2129.2,4512.95,94.22,17.732
2015-05-19,1206.7,18312.4,2127.8,4503.72,95.27,17.071
2015-05-20,1208.7,18285.4,2125.8,4505.3,95.45,17.113
2015-05-21,1204.1,18285.7,2130.8,4529.47,95.25,17.132
2015-05-22,1204.0,18232.0,2126.1,4527.16,96.11,17.051
2015-05-23,1204.0,18232.0,2126.1,4527.16,96.11,17.051
2015-05-24,1204.0,18231.0,2126.1,4527.16,96.11,17.051
2015-05-25,1186.9,18215.0,2126.1,4527.16,96.01,16.746
2015-05-26,1186.9,18041.5,2104.2,4472.96,97.3,16.746
2015-05-27,1185.6,18163.0,2123.5,4546.06,97.37,16.647
2015-05-28,1188.8,18126.1,2120.8,4535.66,96.97,16.669
2015-05-29,1189.8,18010.7,2107.4,4508.25,96.91,16.701
2015-05-30,1189.8,18010.7,2107.4,4508.25,96.91,16.701
2015-05-31,1189.8,18010.7,2107.4,4508.25,96.91,16.701
2015-06-01,1188.7,18040.4,2111.7,4521.85,97.39,16.68
2015-06-02,1194.4,18011.9,2109.6,4508.89,95.83,16.799
2015-06-03,1184.9,18076.3,2114.1,4519.86,95.47,16.48
2015-06-04,1175.2,17905.6,2095.8,4487.03,95.46,16.103
2015-06-05,1168.1,17849.5,2092.8,4477.19,96.31,15.984
2015-06-06,1168.1,17849.5,2092.8,4477.19,96.31,15.984
2015-06-07,1168.1,17849.5,2092.8,4477.19,96.31,15.984
2015-06-08,1173.6,17766.6,2079.3,4431.52,95.3,15.959
2015-06-09,1177.6,17764.0,2080.2,4427.61,95.17,15.957
2015-06-10,1186.6,18000.4,2105.2,4485.46,94.65,15.959
2015-06-11,1180.4,18039.4,2108.9,4488.47,94.98,15.96
2015-06-12,1179.2,17898.8,2094.1,4453.79,94.97,15.825
2015-06-13,1179.2,17898.8,2094.1,4453.79,94.97,15.825
2015-06-14,1179.2,17898.8,2094.1,4453.79,94.97,15.825
2015-06-15,1185.8,17791.2,2084.4,4432.92,94.81,16.083
2015-06-16,1180.9,17904.5,2096.3,4455.9,95.0,15.965
2015-06-17,1176.8,17935.7,2100.4,4468.98,94.3,15.947
2015-06-18,1202.0,18115.8,2121.2,4531.85,94.04,16.153
2015-06-19,1201.9,18015.9,2110.0,4513.42,94.08,16.109
2015-06-20,1201.9,18015.9,2110.0,4513.42,94.08,16.109
2015-06-21,1201.9,18015.9,2110.0,4513.42,94.08,16.109
2015-06-22,1184.1,18119.8,2122.8,4544.04,94.33,16.142
2015-06-23,1176.6,18144.1,2124.2,4548.74,95.43,15.737
2015-06-24,1172.9,17966.1,2108.6,4524.6,95.26,15.853
2015-06-25,1171.8,17890.4,2102.3,4514.01,95.19,15.808
2015-06-26,1173.2,17946.7,2101.5,4484.28,95.47,15.768
2015-06-27,1173.2,17946.7,2101.5,4484.28,95.47,15.768
2015-06-28,1173.2,17946.7,2101.5,4484.28,95.47,15.768
2015-06-29,1179.0,17596.3,2057.6,4379.86,94.79,15.695
2015-06-30,1171.8,17619.5,2063.1,4396.76,95.48,15.581
2015-07-01,1169.3,17757.9,2077.4,4429.23,96.31,15.577
2015-07-02,1163.5,17730.1,2076.8,4433.39,96.11,15.562
2015-07-03,1173.2,17623.0,2076.8,4433.39,96.11,15.753
2015-07-04,1173.2,17623.0,2076.8,4433.39,96.11,15.753
2015-07-05,1173.2,17623.0,2076.8,4433.39,96.11,15.753
2015-07-06,1173.2,17683.6,2068.8,4418.66,96.3,15.753
2015-07-07,1152.6,17776.9,2081.3,4429.06,96.86,14.969
2015-07-08,1163.5,17515.4,2046.7,4351.58,96.29,15.163
2015-07-09,1159.2,17548.6,2051.3,4352.03,96.61,15.361
2015-07-10,1157.9,17760.4,2076.6,4420.15,96.03,15.481
2015-07-11,1157.9,17760.4,2076.6,4420.15,96.03,15.481
2015-07-12,1157.9,17760.4,2076.6,4420.15,96.03,15.481
2015-07-13,1155.4,17977.7,2099.6,4494.47,96.86,15.457
2015-07-14,1153.5,18053.6,2108.9,4523.47,96.64,15.315
2015-07-15,1147.4,18050.2,2107.4,4528.36,97.17,15.048
2015-07-16,1143.9,18120.3,2124.3,4594.9,97.67,14.984
2015-07-17,1131.9,18086.4,2126.6,4661.6,97.86,14.834
2015-07-18,1131.9,18086.4,2126.6,4661.6,97.86,14.834
2015-07-19,1131.9,18086.4,2126.6,4661.6,97.86,14.834
2015-07-20,1106.8,18100.4,2128.3,4679.68,98.03,14.758
2015-07-21,1103.5,17919.3,2119.2,4674.4,97.33,14.785
2015-07-22,1091.5,17851.0,2114.2,4623.24,97.6,14.73
2015-07-23,1094.1,17731.9,2102.2,4602.83,97.11,14.701
2015-07-24,1085.5,17568.5,2079.7,4557.38,97.24,14.488
2015-07-25,1085.5,17568.5,2079.7,4557.38,97.24,14.488
2015-07-26,1085.5,17568.5,2079.7,4557.38,97.24,14.488
2015-07-27,1096.4,17440.6,2067.6,4519.09,96.5,14.605
2015-07-28,1096.2,17630.3,2093.2,4560.23,96.77,14.642
2015-07-29,1092.6,17751.4,2108.6,4581.6,96.98,14.743
2015-07-30,1088.7,17746.0,2108.6,4598.59,97.56,14.696
2015-07-31,1095.1,17689.9,2103.8,4588.91,97.34,14.745
2015-08-01,1095.1,17689.9,2103.8,4588.91,97.34,14.745
2015-08-02,1095.1,17689.9,2103.8,4588.91,97.34,14.745
2015-08-03,1089.4,17598.2,2098.0,4580.46,97.49,14.515
2015-08-04,1090.7,17550.7,2093.3,4567.47,97.93,14.557
2015-08-05,1085.6,17540.5,2099.8,4602.24,97.96,14.553
2015-08-06,1090.1,17419.8,2083.6,4528.51,97.83,14.677
2015-08-07,1094.1,17373.4,2077.6,4520.08,97.56,14.821
2015-08-08,1094.1,17373.4,2077.6,4520.08,97.56,14.821
2015-08-09,1094.1,17373.4,2077.6,4520.08,97.56,14.821
2015-08-10,1104.1,17615.2,2104.2,4573.11,97.16,15.292
2015-08-11,1107.7,17402.8,2084.1,4513.99,97.29,15.284
2015-08-12,1123.6,17402.5,2086.1,4528.19,96.26,15.476
2015-08-13,1115.6,17408.3,2083.4,4519.32,96.44,15.399
2015-08-14,1112.7,17477.4,2091.5,4530.74,96.52,15.213
2015-08-15,1112.7,17477.4,2091.5,4530.74,96.52,15.213
2015-08-16,1112.7,17477.4,2091.5,4530.74,96.52,15.213
2015-08-17,1118.4,17545.2,2102.4,4566.37,96.81,15.298
2015-08-18,1116.9,17511.3,2096.9,4542.07,97.04,14.79
2015-08-19,1127.9,17348.7,2079.6,4510.9,96.36,15.179
2015-08-20,1153.2,16990.7,2035.7,4385.13,95.98,15.517
2015-08-21,1159.6,16459.8,1970.9,4197.27,95.01,15.301
2015-08-22,1159.6,16459.8,1970.9,4197.27,95.01,15.301
2015-08-23,1159.6,16459.8,1970.9,4197.27,95.01,15.301
2015-08-24,1153.6,15871.3,1893.2,4038.6,93.33,14.762
2015-08-25,1138.3,15666.4,1867.6,4016.32,94.53,14.61
2015-08-26,1124.6,16285.5,1940.5,4219.6,95.1,14.041
2015-08-27,1122.6,16654.8,1987.7,4324.82,95.61,14.417
2015-08-28,1134.0,16643.0,1988.9,4329.12,96.11,14.549
2015-08-29,1134.0,16643.0,1988.9,4329.12,96.11,14.549
2015-08-30,1134.0,16643.0,1988.9,4329.12,96.11,14.549
2015-08-31,1132.5,16528.0,1972.2,4274.58,95.82,14.586
2015-09-01,1139.8,16058.3,1913.8,4142.63,95.45,14.62
2015-09-02,1133.6,16351.4,1948.9,4256.23,95.83,14.667
2015-09-03,1124.5,16374.8,1951.1,4234.65,96.41,14.707
2015-09-04,1121.4,16102.4,1921.2,4184.72,96.23,14.549
2015-09-05,1121.4,16102.4,1921.2,4184.72,96.23,14.549
2015-09-06,1121.4,16156.0,1921.2,4184.72,96.23,14.549
2015-09-07,1121.0,16239.0,1921.2,4184.72,96.23,14.755
2015-09-08,1121.0,16492.7,1969.4,4303.53,95.98,14.75
2015-09-09,1102.0,16253.6,1942.0,4253.45,96.01,14.576
2015-09-10,1109.3,16330.4,1952.3,4296.3,95.46,14.645
2015-09-11,1103.3,16433.1,1961.0,4323.23,95.19,14.505
2015-09-12,1103.3,16433.1,1961.0,4323.23,95.19,14.505
2015-09-13,1103.3,16433.1,1961.0,4323.23,95.19,14.505
2015-09-14,1107.7,16371.0,1953.0,4308.76,95.25,14.363
2015-09-15,1102.6,16599.8,1978.1,4360.28,95.61,14.326
2015-09-16,1119.0,16739.9,1995.3,4383.67,95.42,14.885
2015-09-17,1117.0,16674.7,1990.2,4384.96,94.55,14.984
2015-09-18,1137.8,16384.6,1958.0,4323.86,94.86,15.163
2015-09-19,1137.8,16384.6,1958.0,4323.86,94.86,15.163
2015-09-20,1137.8,16384.6,1958.0,4323.86,94.86,15.163
2015-09-21,1132.8,16510.2,1967.0,4336.13,95.89,15.221
2015-09-22,1124.8,16330.5,1942.7,4274.1,96.28,14.756
2015-09-23,1131.5,16279.9,1938.8,4273.53,96.07,14.789
2015-09-24,1153.8,16201.3,1932.2,4261.1,96.69,15.13
2015-09-25,1145.6,16314.7,1931.3,4224.74,96.27,15.111
2015-09-26,1145.6,16314.7,1931.3,4224.74,96.27,15.111
2015-09-27,1145.6,16314.7,1931.3,4224.74,96.27,15.111
2015-09-28,1131.7,16001.9,1881.8,4103.47,96.03,14.538
2015-09-29,1126.8,16049.1,1884.1,4083.37,95.86,14.573
2015-09-30,1115.2,16284.7,1920.0,4181.06,96.35,14.518
2015-10-01,1113.7,16272.0,1923.8,4192.96,96.19,14.511
2015-10-02,1136.6,16472.4,1951.4,4267.45,95.83,15.263
2015-10-03,1136.6,16472.4,1951.4,4267.45,95.83,15.263
2015-10-04,1136.6,16472.4,1951.4,4267.45,95.83,15.263
2015-10-05,1137.6,16776.4,1987.0,4331.43,96.11,15.708
2015-10-06,1146.4,16790.2,1979.9,4306.7,95.45,15.984
2015-10-07,1148.7,16912.3,1995.8,4333.46,95.5,16.094
2015-10-08,1144.3,17050.8,2013.4,4350.15,95.32,15.766
2015-10-09,1155.9,17084.5,2014.9,4370.01,94.81,15.818
2015-10-10,1155.9,17084.5,2014.9,4370.01,94.81,15.818
2015-10-11,1155.9,17084.5,2014.9,4370.01,94.81,15.818
2015-10-12,1164.5,17131.9,2017.5,4382.56,94.84,15.864
2015-10-13,1165.4,17081.9,2003.7,4352.94,94.76,15.907
2015-10-14,1179.8,16924.8,1994.2,4346.92,93.93,16.117
2015-10-15,1187.5,17141.8,2023.9,4418.22,94.37,16.164
2015-10-16,1183.1,17216.0,2033.1,4438.62,94.54,16.114
2015-10-17,1183.1,17216.0,2033.1,4438.62,94.54,16.114
2015-10-18,1183.1,17216.0,2033.1,4438.62,94.54,16.114
2015-10-19,1172.8,17230.5,2033.7,4462.07,94.93,15.841
2015-10-20,1177.5,17217.1,2030.8,4438.18,94.91,15.917
2015-10-21,1167.1,17168.6,2018.9,4413.52,95.03,15.71
2015-10-22,1166.1,17489.2,2052.5,4503.22,96.38,15.837
2015-10-23,1162.8,17646.7,2075.2,4624.09,97.13,15.827
2015-10-24,1162.8,17646.7,2075.2,4624.09,97.13,15.827
2015-10-25,1162.8,17646.7,2075.2,4624.09,97.13,15.827
2015-10-26,1166.2,17623.1,2071.2,4630.85,96.86,15.905
2015-10-27,1165.8,17581.4,2065.9,4639.23,96.91,15.863
2015-10-28,1176.1,17779.5,2090.3,4678.57,97.78,16.293
2015-10-29,1147.3,17755.8,2089.4,4670.77,97.28,15.55
2015-10-30,1141.4,17663.5,2079.4,4648.83,96.95,15.567
2015-10-31,1141.4,17663.5,2079.4,4648.83,96.95,15.567
2015-11-01,1141.4,17663.5,2079.4,4648.83,96.95,15.567
2015-11-02,1135.9,17828.8,2104.1,4703.91,96.93,15.408
2015-11-03,1114.1,17918.2,2109.8,4719.05,97.16,15.239
2015-11-04,1106.2,17867.6,2102.3,4717.55,97.95,15.058
2015-11-05,1104.2,17863.4,2099.9,4702.9,97.94,14.983
2015-11-06,1087.7,17910.3,2099.2,4707.23,99.17,14.691
2015-11-07,1087.7,17910.3,2099.2,4707.23,99.17,14.691
2015-11-08,1087.7,17910.3,2099.2,4707.23,99.17,14.691
2015-11-09,1088.1,17730.5,2078.6,4655.52,98.98,14.413
2015-11-10,1088.5,17758.2,2081.7,4641.73,99.29,14.356
2015-11-11,1084.9,17702.2,2075.0,4636.94,99.01,14.263
2015-11-12,1081.0,17448.1,2046.0,4588.93,98.65,14.225
2015-11-13,1080.9,17245.2,2023.0,4502.14,99.0,14.204
2015-11-14,1080.9,17245.2,2023.0,4502.14,99.0,14.204
2015-11-15,1080.9,17245.2,2023.0,4502.14,99.0,14.204
2015-11-16,1083.6,17483.0,2053.2,4565.47,99.44,14.222
2015-11-17,1068.6,17489.5,2050.4,4565.82,99.63,14.171
2015-11-18,1068.7,17737.2,2083.6,4653.44,99.65,14.081
2015-11-19,1077.9,17732.8,2081.2,4655.35,98.99,14.222
2015-11-20,1076.3,17823.8,2089.2,4686.36,99.56,14.096
2015-11-21,1076.3,17823.8,2089.2,4686.36,99.56,14.096
2015-11-22,1076.3,17823.8,2089.2,4686.36,99.56,14.096
2015-11-23,1066.8,17792.7,2086.6,4674.79,99.8,14.032
2015-11-24,1073.8,17812.2,2089.1,4669.41,99.53,14.159
2015-11-25,1070.0,17813.4,2088.9,4672.88,99.8,14.158
2015-11-26,1056.2,17849.0,2088.9,4672.88,99.8,14.048
2015-11-27,1056.2,17798.5,2090.1,4680.47,100.02,14.034
2015-11-28,1056.2,17798.5,2090.1,4680.47,100.02,14.034
2015-11-29,1056.2,17798.5,2090.1,4680.47,100.02,14.034
2015-11-30,1065.3,17719.9,2080.4,4664.51,100.17,14.086
2015-12-01,1063.5,17888.3,2102.6,4716.16,99.8,14.083
2015-12-02,1053.8,17729.7,2079.5,4686.22,99.99,14.009
2015-12-03,1061.2,17477.7,2049.6,4606.76,97.62,14.077
2015-12-04,1084.1,17847.6,2091.7,4716.12,98.35,14.528
2015-12-05,1084.1,17847.6,2091.7,4716.12,98.35,14.528
2015-12-06,1084.1,17847.6,2091.7,4716.12,98.35,14.528
2015-12-07,1075.2,17730.5,2077.1,4693.62,98.66,14.332
2015-12-08,1075.3,17568.0,2063.6,4694.77,98.47,14.116
2015-12-09,1076.5,17492.3,2047.6,4622.14,97.34,14.189
2015-12-10,1072.0,17574.8,2052.2,4643.05,97.94,14.11
2015-12-11,1075.7,17265.2,2012.4,4537.56,97.56,13.884
2015-12-12,1075.7,17265.2,2012.4,4537.56,97.56,13.884
2015-12-13,1075.7,17265.2,2012.4,4537.56,97.56,13.884
2015-12-14,1063.4,17368.5,2021.9,4570.16,97.6,13.695
2015-12-15,1061.6,17524.9,2043.4,4597.33,98.22,13.77
2015-12-16,1076.8,17749.1,2073.1,4664.56,97.87,14.248
2015-12-17,1049.6,17495.8,2041.9,4598.14,99.27,13.703
2015-12-18,1065.0,17128.6,2005.5,4514.82,98.7,14.096
2015-12-19,1065.0,17128.6,2005.5,4514.82,98.7,14.096
2015-12-20,1065.0,17128.6,2005.5,4514.82,98.7,14.096
2015-12-21,1080.6,17251.6,2021.2,4560.55,98.36,14.315
2015-12-22,1074.1,17417.3,2039.0,4589.26,98.23,14.314
2015-12-23,1068.3,17602.6,2064.3,4624.59,98.34,14.287
2015-12-24,1075.9,17552.2,2061.0,4622.77,97.98,14.379
2015-12-25,1075.9,17552.2,2061.0,4622.77,97.98,14.379
2015-12-26,1075.9,17552.2,2061.0,4622.77,97.98,14.379
2015-12-27,1075.9,17552.2,2061.0,4622.77,97.98,14.379
2015-12-28,1068.3,17528.3,2056.5,4621.35,97.92,13.884
2015-12-29,1068.0,17721.0,2078.4,4691.08,98.1,13.928
2015-12-30,1059.8,17603.9,2063.4,4652.01,98.27,13.842
2015-12-31,1060.2,17425.0,2043.9,4593.27,98.63,13.803
2016-01-01,1060.2,17425.0,2043.9,4593.27,98.63,13.803
2016-01-02,1060.2,17425.0,2043.9,4593.27,98.63,13.803
2016-01-03,1060.2,17425.0,2043.9,4593.27,98.63,13.803
2016-01-04,1075.2,17148.9,2012.7,4497.86,98.87,13.841
2016-01-05,1078.4,17158.7,2016.7,4484.18,99.4,13.971
2016-01-06,1091.9,16906.5,1990.3,4443.98,99.18,13.976
2016-01-07,1107.8,16514.1,1943.1,4305.72,98.22,14.344
2016-01-08,1097.9,16346.5,1922.0,4270.78,98.54,13.918
2016-01-09,1097.9,16346.5,1922.0,4270.78,98.54,13.918
2016-01-10,1097.9,16346.5,1922.0,4270.78,98.54,13.918
2016-01-11,1096.2,16398.6,1923.7,4283.55,98.72,13.866
2016-01-12,1085.2,16516.2,1938.7,4333.72,98.97,13.751
2016-01-13,1087.1,16151.4,1890.3,4183.12,98.93,14.156
2016-01-14,1073.6,16379.0,1921.8,4272.97,99.09,13.748
2016-01-15,1090.7,15988.1,1880.3,4141.08,98.96,13.896
2016-01-16,1090.7,15988.1,1880.3,4141.08,98.96,13.896
2016-01-17,1090.7,15873.5,1880.3,4141.08,98.96,13.896
2016-01-18,1089.1,15923.5,1880.3,4141.08,98.96,14.121
2016-01-19,1089.1,16016.0,1881.3,4147.07,98.99,14.121
2016-01-20,1106.2,15766.7,1859.3,4136.28,99.09,14.16
2016-01-21,1098.2,15882.7,1869.0,4142.6,99.06,14.094
2016-01-22,1096.3,16093.5,1906.9,4259.77,99.57,14.057
2016-01-23,1096.3,16093.5,1906.9,4259.77,99.57,14.057
2016-01-24,1096.3,16093.5,1906.9,4259.77,99.57,14.057
2016-01-25,1105.3,15885.2,1877.1,4196.53,99.36,14.254
2016-01-26,1120.2,16167.2,1903.6,4233.85,99.36,14.564
2016-01-27,1115.8,15944.5,1883.0,4128.86,98.9,14.459
2016-01-28,1116.1,16069.6,1893.4,4186.06,98.51,14.232
2016-01-29,1116.4,16466.3,1940.2,4279.17,99.61,14.243
2016-01-30,1116.4,16466.3,1940.2,4279.17,99.61,14.243
2016-01-31,1116.4,16466.3,1940.2,4279.17,99.61,14.243
2016-02-01,1128.0,16449.2,1939.4,4286.56,99.01,14.343
2016-02-02,1127.2,16153.5,1903.0,4193.1,98.87,14.289
2016-02-03,1141.3,16336.7,1912.5,4171.97,97.29,14.734
2016-02-04,1157.5,16416.6,1915.5,4167.77,96.47,14.85
2016-02-05,1157.7,16205.0,1880.0,4024.47,97.03,14.778
2016-02-06,1157.7,16205.0,1880.0,4024.47,97.03,14.778
2016-02-07,1157.7,16205.0,1880.0,4024.47,97.03,14.778
2016-02-08,1197.9,16027.0,1853.4,3960.67,96.57,15.426
2016-02-09,1198.6,16014.4,1852.2,3947.8,96.07,15.449
2016-02-10,1194.6,15914.7,1851.9,3966.28,95.89,15.282
2016-02-11,1247.8,15660.2,1829.1,3962.22,95.56,15.794
2016-02-12,1239.4,15973.8,1864.8,4019.19,95.94,15.79
2016-02-13,1239.4,15973.8,1864.8,4019.19,95.94,15.79
2016-02-14,1239.4,16008.0,1864.8,4019.19,95.94,15.79
2016-02-15,1208.2,16113.5,1864.8,4019.19,95.98,15.334
2016-02-16,1208.2,16196.4,1895.6,4104.33,96.87,15.345
2016-02-17,1211.4,16453.8,1926.8,4199.1,96.79,15.377
2016-02-18,1226.3,16413.4,1917.8,4151.49,96.95,15.432
2016-02-19,1230.8,16392.0,1917.8,4164.09,96.6,15.373
2016-02-20,1230.8,16392.0,1917.8,4164.09,96.6,15.373
2016-02-21,1230.8,16392.0,1917.8,4164.09,96.6,15.373
2016-02-22,1210.1,16620.7,1945.5,4231.27,97.38,15.184
2016-02-23,1222.6,16431.8,1921.3,4162.54,97.48,15.24
2016-02-24,1239.1,16485.0,1929.8,4200.66,97.46,15.297
2016-02-25,1238.8,16697.3,1951.7,4241.06,97.29,15.17
2016-02-26,1220.4,16640.0,1948.0,4235.62,98.15,14.714
2016-02-27,1220.4,16640.0,1948.0,4235.62,98.15,14.714
2016-02-28,1220.4,16640.0,1948.0,4235.62,98.15,14.714
2016-02-29,1234.4,16516.5,1932.2,4201.12,98.21,14.918
2016-03-01,1230.8,16865.1,1978.3,4333.61,98.35,14.756
2016-03-02,1241.8,16899.3,1986.5,4334.39,98.21,15.022
2016-03-03,1258.2,16943.9,1993.4,4325.86,97.59,15.146
2016-03-04,1270.7,17006.8,2000.0,4329.0,97.34,15.694
2016-03-05,1270.7,17006.8,2000.0,4329.0,97.34,15.694
2016-03-06,1270.7,17006.8,2000.0,4329.0,97.34,15.694
2016-03-07,1264.0,17073.9,2001.8,4303.33,97.07,15.633
2016-03-08,1262.9,16964.1,1979.3,4265.51,97.21,15.39
2016-03-09,1257.4,17000.4,1989.3,4293.23,97.17,15.366
2016-03-10,1272.8,16995.1,1989.6,4286.97,96.07,15.549
2016-03-11,1259.4,17213.3,2022.2,4361.83,96.17,15.605
2016-03-12,1259.4,17213.3,2022.2,4361.83,96.17,15.605
2016-03-13,1259.4,17213.3,2022.2,4361.83,96.17,15.605
2016-03-14,1245.1,17229.1,2019.6,4367.33,96.62,15.521
2016-03-15,1231.0,17251.5,2015.9,4367.08,96.63,15.261
2016-03-16,1229.8,17325.8,2027.2,4404.2,95.89,15.219
2016-03-17,1265.0,17481.5,2040.6,4400.26,94.76,16.033
2016-03-18,1254.3,17602.3,2049.6,4410.83,95.09,15.811
2016-03-19,1254.3,17602.3,2049.6,4410.83,95.09,15.811
2016-03-20,1254.3,17602.3,2049.6,4410.83,95.09,15.811
2016-03-21,1244.2,17623.9,2051.6,4426.98,95.29,15.847
2016-03-22,1248.6,17582.6,2049.8,4437.62,95.65,15.885
2016-03-23,1224.0,17502.6,2036.7,4402.56,96.05,15.272
2016-03-24,1221.6,17515.7,2035.9,4405.53,96.14,15.199
2016-03-25,1221.6,17515.7,2035.9,4405.53,96.14,15.199
2016-03-26,1221.6,17515.7,2035.9,4405.53,96.14,15.199
2016-03-27,1221.6,17515.7,2035.9,4405.53,96.14,15.199
2016-03-28,1220.1,17535.4,2037.0,4398.07,95.94,15.19
2016-03-29,1235.8,17633.1,2055.0,4467.72,95.16,15.233
2016-03-30,1228.6,17716.7,2063.9,4490.88,94.84,15.211
2016-03-31,1235.6,17685.1,2059.7,4483.65,94.59,15.464
2016-04-01,1223.5,17792.8,2072.8,4532.08,94.62,15.046
2016-04-02,1223.5,17792.8,2072.8,4532.08,94.62,15.046
2016-04-03,1223.5,17792.8,2072.8,4532.08,94.62,15.046
2016-04-04,1219.3,17737.0,2066.1,4511.7,94.51,14.944
2016-04-05,1229.6,17603.3,2045.2,4470.75,94.63,15.116
2016-04-06,1223.8,17716.1,2066.7,4543.78,94.43,15.054
2016-04-07,1237.5,17542.0,2041.9,4475.28,94.48,15.158
2016-04-08,1243.8,17577.0,2047.6,4474.93,94.23,15.384
2016-04-09,1243.8,17577.0,2047.6,4474.93,94.23,15.384
2016-04-10,1243.8,17577.0,2047.6,4474.93,94.23,15.384
2016-04-11,1258.0,17556.4,2042.0,4458.7,93.95,15.976
2016-04-12,1260.9,17721.3,2061.7,4496.05,93.96,16.222
2016-04-13,1248.3,17908.3,2082.4,4554.72,94.74,16.325
2016-04-14,1226.5,17926.4,2082.8,4554.62,94.9,16.173
2016-04-15,1234.6,17897.5,2080.7,4543.16,94.7,16.313
2016-04-16,1234.6,17897.5,2080.7,4543.16,94.7,16.313
2016-04-17,1234.6,17897.5,2080.7,4543.16,94.7,16.313
2016-04-18,1235.0,18004.2,2094.3,4565.42,94.49,16.253
2016-04-19,1254.3,18053.6,2100.8,4537.09,93.98,16.972
2016-04-20,1254.4,18096.3,2102.4,4540.44,94.49,17.135
2016-04-21,1250.3,17982.5,2091.5,4540.8,94.6,17.09
2016-04-22,1230.0,18003.8,2091.6,4474.19,95.12,16.9
2016-04-23,1230.0,18003.8,2091.6,4474.19,95.12,16.9
2016-04-24,1230.0,18003.8,2091.6,4474.19,95.12,16.9
2016-04-25,1240.2,17977.2,2087.8,4474.13,94.84,17.009
2016-04-26,1243.4,17990.3,2091.7,4452.97,94.57,17.11
2016-04-27,1250.4,18041.6,2095.2,4416.64,94.39,17.289
2016-04-28,1266.4,17830.8,2075.8,4363.99,93.76,17.588
2016-04-29,1290.5,17773.6,2065.3,4341.3,93.08,17.819
2016-04-30,1290.5,17773.6,2065.3,4341.3,93.08,17.819
2016-05-01,1290.5,17773.6,2065.3,4341.3,93.08,17.819
2016-05-02,1295.8,17891.2,2081.4,4381.3,92.63,17.682
