trial_number,params,fold_rmses,mean_rmse
75,"{'lookback': 28, 'filters': 44, 'kernel_size': 4, 'lstm_units': 50, 'dense_units': 30, 'dropout_rate': 0.3995298094342282, 'learning_rate': 0.006261028025621068, 'l2_reg': 0.0002534891918173425, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006273559503415425), np.float64(0.00623306657943668), np.float64(0.01214604626105484), np.float64(0.008835874965875852), np.float64(0.007559051260362142)]",0.008209519714028987
76,"{'lookback': 28, 'filters': 41, 'kernel_size': 4, 'lstm_units': 51, 'dense_units': 26, 'dropout_rate': 0.43080670546604416, 'learning_rate': 0.004718243131162077, 'l2_reg': 0.00040330086374302577, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.00625098270567753), np.float64(0.006229069472407807), np.float64(0.012152906732309196), np.float64(0.00884133939559525), np.float64(0.00762084174798992)]",0.00821902801079594
77,"{'lookback': 29, 'filters': 44, 'kernel_size': 4, 'lstm_units': 55, 'dense_units': 30, 'dropout_rate': 0.4004466899830693, 'learning_rate': 0.005394682436816569, 'l2_reg': 0.0003236589226005509, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006283935131465934), np.float64(0.006244423612674697), np.float64(0.012150820580784009), np.float64(0.008880209202706643), np.float64(0.007561067100566697)]",0.008224091125639595
78,"{'lookback': 30, 'filters': 34, 'kernel_size': 3, 'lstm_units': 57, 'dense_units': 28, 'dropout_rate': 0.4490984570290044, 'learning_rate': 0.0077862766092538, 'l2_reg': 0.0005395650933391842, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006259036012309935), np.float64(0.006238908483161848), np.float64(0.012152601457208739), np.float64(0.00882066930419716), np.float64(0.007635904892597691)]",0.008221424029895074
79,"{'lookback': 31, 'filters': 39, 'kernel_size': 3, 'lstm_units': 46, 'dense_units': 31, 'dropout_rate': 0.4130962180765752, 'learning_rate': 0.003435589845463388, 'l2_reg': 0.0004759771344129097, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.0062631648170589), np.float64(0.0062386163531473774), np.float64(0.01215885751101315), np.float64(0.008815678793095905), np.float64(0.007601717508969947)]",0.008215606996657054
81,"{'lookback': 32, 'filters': 44, 'kernel_size': 4, 'lstm_units': 50, 'dense_units': 34, 'dropout_rate': 0.3822401053629368, 'learning_rate': 0.006339412145566136, 'l2_reg': 0.000253447782031676, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006256802355516516), np.float64(0.006225967043040121), np.float64(0.012144180242658122), np.float64(0.00881303918619577), np.float64(0.007557966953136957)]",0.008199591156109496
83,"{'lookback': 35, 'filters': 44, 'kernel_size': 4, 'lstm_units': 85, 'dense_units': 33, 'dropout_rate': 0.3817084204319425, 'learning_rate': 0.006325439344361932, 'l2_reg': 0.0002689830956038647, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006279888427741676), np.float64(0.006239780146843861), np.float64(0.01215129200465827), np.float64(0.008854350304282419), np.float64(0.007577206993735831)]",0.008220503575452412
84,"{'lookback': 27, 'filters': 46, 'kernel_size': 4, 'lstm_units': 57, 'dense_units': 28, 'dropout_rate': 0.3979787432784061, 'learning_rate': 0.005565463732154511, 'l2_reg': 0.00036779256156209086, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006263556694868681), np.float64(0.0062409674043497326), np.float64(0.012148351343185143), np.float64(0.008859542790857931), np.float64(0.007574690119326473)]",0.008217421670517592
85,"{'lookback': 30, 'filters': 43, 'kernel_size': 4, 'lstm_units': 52, 'dense_units': 32, 'dropout_rate': 0.38953652695700286, 'learning_rate': 0.007024215698193209, 'l2_reg': 0.00023256448479398194, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006285066400019047), np.float64(0.006226839644904591), np.float64(0.012154469254922442), np.float64(0.008816578765803976), np.float64(0.007607661626817262)]",0.008218123138493464
86,"{'lookback': 34, 'filters': 38, 'kernel_size': 3, 'lstm_units': 47, 'dense_units': 34, 'dropout_rate': 0.4298818077345779, 'learning_rate': 0.005162182220390007, 'l2_reg': 0.00028768797906825774, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006229984699518308), np.float64(0.006235763113661109), np.float64(0.012142272725523682), np.float64(0.008813074189642911), np.float64(0.007555891459689318)]",0.008195397237607064
90,"{'lookback': 35, 'filters': 38, 'kernel_size': 4, 'lstm_units': 48, 'dense_units': 30, 'dropout_rate': 0.46661700921659366, 'learning_rate': 0.007880021204493385, 'l2_reg': 0.00018841809207763448, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006242616837992039), np.float64(0.00623689177519936), np.float64(0.012157138784688697), np.float64(0.008814255814201123), np.float64(0.007586179744085318)]",0.008207416591233307
93,"{'lookback': 32, 'filters': 34, 'kernel_size': 4, 'lstm_units': 50, 'dense_units': 27, 'dropout_rate': 0.43399962335063935, 'learning_rate': 0.0059901074620185134, 'l2_reg': 0.000144888410516697, 'batch_size_exp': 5, 'batch_size': 32}","[np.float64(0.006296339350061937), np.float64(0.006233550119526868), np.float64(0.012077735838287746), np.float64(0.008827894227137789), np.float64(0.007557296379349367)]",0.008198563182872742
